launch_id,date,year,month,rocket,launch_site,country,operator,mission_type,orbit,payload_mass_kg,n_payloads,launch_success,failure_mode,crewed,crew_size,booster_reused,launch_cost_m_usd,rocket_era,rocket_type
SL003604,1976-07-03,1976,7,Scout,Mahia Peninsula LC-1,USA,LTV,Defense/Intelligence,SSO,36,1,1,,0,0,0,,Cold War,orbital
SL003605,2023-09-14,2023,9,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Earth Observation,LEO,271,1,1,,0,0,0,32.9,Post-Soviet,orbital
SL003606,1960-09-04,1960,9,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Human Spaceflight,ISS,165,1,1,,1,7,0,,Cold War,orbital
SL003607,1971-02-10,1971,2,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Communications,GTO,624,1,1,,0,0,0,,Cold War,orbital
SL003608,1978-01-17,1978,1,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Defense/Intelligence,LEO,1499,1,1,,0,0,0,,Cold War,orbital
SL003609,1975-09-21,1975,9,Soyuz-U,Plesetsk Cosmodrome,USSR,TsSKB,Communications,GTO,548,1,1,,0,0,0,38.8,Cold War,orbital
SL003610,1976-11-11,1976,11,Diamant,Guiana Space Centre ELA-3,Europe,CNES,Scientific,LEO,24,1,1,,0,0,0,,Cold War,orbital
SL003611,2005-10-23,2005,10,Juno I,Cape Canaveral SLC-40,USA,Army,Earth Observation,LEO,1,1,1,,0,0,0,,Cold War,orbital
SL003612,1982-03-21,1982,3,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Human Spaceflight,ISS,1130,1,1,,1,1,0,41.9,Cold War,orbital
SL003613,2001-05-21,2001,5,Proton-M,Baikonur Cosmodrome,Russia,Khrunichev,Lunar,TLI,6133,1,1,,0,0,0,131.8,Modern,orbital
SL003614,2021-05-02,2021,5,Long March 11,Taiyuan Satellite Launch,China,CASC,Weather,HEO,139,1,1,,0,0,0,11.8,Modern,small-sat
SL003615,1999-08-26,1999,8,Vanguard,Kennedy Space Center LC-39A,USA,NRL,Navigation/GPS,MEO,2,1,0,structural failure,0,0,0,,Cold War,orbital
SL003616,2009-10-09,2009,10,Long March 2F,Wenchang Space Launch,China,CASC,Scientific,GEO,3098,1,1,,0,0,0,,Modern,crewed
SL003617,1984-02-08,1984,2,Voskhod,Kapustin Yar,USSR,OKB-1,Weather,SSO,1351,1,0,fairing failure,0,0,0,,Cold War,orbital
SL003618,1972-01-23,1972,1,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Navigation/GPS,MEO,748,1,1,,0,0,0,,Cold War,orbital
SL003619,1982-04-20,1982,4,Lambda 4S,Tanegashima Space Center,Japan,ISAS,Interplanetary,Interplanetary,12,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL003620,2024-04-20,2024,4,GSLV Mk II,Satish Dhawan Space Centre,India,ISRO,Interplanetary,Interplanetary,1133,1,0,guidance failure,0,0,0,61.4,Modern,orbital
SL003621,2002-10-07,2002,10,Ariane 5 ECA,Kourou ELS (Vega),Europe,Arianespace,Interplanetary,Interplanetary,3689,1,1,,0,0,0,125.2,Modern,orbital
SL003622,1980-06-04,1980,6,Diamant,Kourou ELS (Vega),Europe,CNES,Navigation/GPS,MEO,37,1,1,,0,0,0,,Cold War,orbital
SL003623,1989-12-22,1989,12,Lambda 4S,Uchinoura Space Center,Japan,ISAS,Space Telescope,GTO,5,1,1,,0,0,0,,Cold War,orbital
SL003624,2019-12-28,2019,12,Space Shuttle,Mahia Peninsula LC-1,USA,NASA,Navigation/GPS,MEO,6257,1,1,,0,0,0,1785.6,Cold War,orbital
SL003625,2006-09-27,2006,9,GSLV Mk II,Satish Dhawan Space Centre,India,ISRO,Rideshare,LEO,862,1,0,engine failure,0,0,0,39.6,Modern,orbital
SL003626,1996-10-04,1996,10,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Military Reconnaissance,SSO,431,1,1,,0,0,0,49.4,Post-Soviet,orbital
SL003627,2021-09-06,2021,9,ASLV,Satish Dhawan Space Centre,India,ISRO,Weather,HEO,24,1,1,,0,0,0,,Cold War,orbital
SL003628,2007-10-24,2007,10,Soyuz-2.1a,Plesetsk Cosmodrome,Russia,TsSKB,Human Spaceflight,LEO,1714,1,1,,1,6,0,43.0,Modern,orbital
SL003629,2004-09-22,2004,9,Scout,Cape Canaveral SLC-40,USA,LTV,Commercial Satellite,GEO,20,1,1,,0,0,0,,Cold War,orbital
SL003630,1974-11-14,1974,11,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Communications,GTO,550,1,1,,0,0,0,,Cold War,orbital
SL003631,1969-05-23,1969,5,Vanguard,Kennedy Space Center LC-39A,USA,NRL,Earth Observation,LEO,4,1,0,software,0,0,0,,Cold War,orbital
SL003632,2024-04-13,2024,4,Zhuque-2,Wenchang Space Launch,China,LandSpace,Rideshare,LEO,2988,14,1,,0,0,0,,New Space,commercial
SL003633,1999-11-22,1999,11,ASLV,Xichang Satellite Launch,Other,ISRO,Space Station Module,ISS,20,1,1,,0,0,0,,Cold War,orbital
SL003634,1987-03-21,1987,3,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Space Telescope,HEO,1771,1,1,,0,0,0,,Cold War,orbital
SL003635,1998-04-20,1998,4,Saturn IB,Mahia Peninsula LC-1,USA,NASA,Defense/Intelligence,GTO,3792,1,1,,0,0,0,,Cold War,orbital
SL003636,1966-11-03,1966,11,Sputnik (R-7),Plesetsk Cosmodrome,USSR,OKB-1,Defense/Intelligence,LEO,128,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL003637,2018-02-15,2018,2,Titan IV,Mahia Peninsula LC-1,USA,Lockheed,IoT/Cubesat,SSO,2979,8,1,,0,0,0,528.9,Post-Cold War,orbital
SL003638,1976-01-17,1976,1,Soyuz 11A511,Kapustin Yar,USSR,OKB-1,Scientific,LEO,1282,1,1,,0,0,0,,Cold War,orbital
SL003639,2017-05-10,2017,5,Long March 3B,Xichang Satellite Launch,China,CASC,Defense/Intelligence,LEO,3642,1,1,,0,0,0,63.3,Modern,orbital
SL003640,1994-03-12,1994,3,Saturn IB,Cape Canaveral SLC-40,USA,NASA,Commercial Satellite,GEO,4837,1,1,,0,0,0,,Cold War,orbital
SL003641,1980-07-10,1980,7,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Defense/Intelligence,HEO,693,1,1,,0,0,0,38.7,Cold War,orbital
SL003642,1963-10-10,1963,10,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Scientific,GTO,1200,1,0,range safety,0,0,0,,Cold War,orbital
SL003643,2018-11-04,2018,11,Soyuz-FG,Plesetsk Cosmodrome,Russia,TsSKB,IoT/Cubesat,SSO,1740,49,1,,0,0,0,108.8,Modern,orbital
SL003644,1973-12-26,1973,12,Thor-Delta,Vandenberg SFB SLC-4E,USA,NASA,Earth Observation,LEO,63,1,1,,0,0,0,,Cold War,orbital
SL003645,1965-12-19,1965,12,Sputnik (R-7),Plesetsk Cosmodrome,USSR,OKB-1,Human Spaceflight,ISS,88,1,0,upper stage failure,1,7,0,,Cold War,orbital
SL003646,2013-05-20,2013,5,Long March 1,Wenchang Space Launch,China,CASC,Communications,GEO,72,1,1,,0,0,0,,Cold War,orbital
SL003647,1983-09-06,1983,9,Soyuz-U,Kapustin Yar,USSR,TsSKB,Lunar,TLI,952,1,1,,0,0,0,32.9,Cold War,orbital
SL003648,1985-09-13,1985,9,Saturn V,Wallops Flight Facility,USA,NASA,Space Station Resupply,ISS,46977,1,1,,0,0,0,,Cold War,orbital
SL003649,1978-11-10,1978,11,Diamant,Kourou ELA-4 (Ariane 6),Europe,CNES,Scientific,SSO,10,1,1,,0,0,0,,Cold War,orbital
SL003650,2020-11-06,2020,11,Atlas-Centaur,SpaceX Starbase (Boca Chica),USA,GD,Scientific,LEO,1789,1,1,,0,0,0,,Cold War,orbital
SL003651,1981-02-28,1981,2,Atlas-Centaur,Cape Canaveral SLC-41,USA,GD,Communications,MEO,392,1,1,,0,0,0,,Cold War,orbital
SL003652,1975-08-18,1975,8,Diamant,Kourou ELA-4 (Ariane 6),Europe,CNES,Communications,LEO,34,1,1,,0,0,0,,Cold War,orbital
SL003653,1981-10-28,1981,10,Long March 1,Wenchang Space Launch,China,CASC,IoT/Cubesat,LEO,35,1,0,structural failure,0,0,0,,Cold War,orbital
SL003654,1975-03-15,1975,3,Proton-K,Kapustin Yar,USSR,Khrunichev,Earth Observation,GEO,5088,1,1,,0,0,0,,Cold War,orbital
SL003655,1982-12-05,1982,12,Ariane 1,Guiana Space Centre ELA-3,Europe,CNES,Space Station Resupply,LEO,247,1,1,,0,0,0,,Cold War,orbital
SL003656,1967-09-27,1967,9,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Earth Observation,LEO,218,1,1,,0,0,0,,Cold War,orbital
SL003657,1972-07-19,1972,7,Thor-Delta,SpaceX Starbase (Boca Chica),USA,NASA,Navigation/GPS,GEO,33,1,1,,0,0,0,,Cold War,orbital
SL003658,1987-12-15,1987,12,Diamant,Kourou ELS (Vega),Europe,CNES,Rideshare,SSO,25,1,1,,0,0,0,,Cold War,orbital
SL003659,2021-05-19,2021,5,Titan IV,Vandenberg SFB SLC-4E,USA,Lockheed,Human Spaceflight,ISS,7291,1,1,,1,1,0,418.5,Post-Cold War,orbital
SL003660,1966-05-13,1966,5,Soyuz 11A511,Kapustin Yar,USSR,OKB-1,Human Spaceflight,ISS,1429,1,0,engine failure,1,3,0,,Cold War,orbital
SL003661,1975-02-04,1975,2,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Navigation/GPS,MEO,207,1,1,,0,0,0,,Cold War,orbital
SL003662,2022-05-26,2022,5,Ceres-1,Xichang Satellite Launch,China,Galactic Energy,Lunar,Interplanetary,66,1,1,,0,0,0,,New Space,small-sat
SL003663,2021-04-26,2021,4,Antares,Cape Canaveral SLC-41,USA,Northrop,Rideshare,SSO,674,10,1,,0,0,0,79.8,Modern,orbital
SL003664,2007-10-13,2007,10,Titan II GLV,Mahia Peninsula LC-1,USA,USAF,Military Reconnaissance,LEO,844,1,1,,0,0,0,,Cold War,orbital
SL003665,1977-02-14,1977,2,Vostok-K,Kapustin Yar,USSR,OKB-1,Defense/Intelligence,SSO,1603,1,0,software,0,0,0,,Cold War,orbital
SL003666,1987-05-04,1987,5,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Communications,GEO,1637,1,1,,0,0,0,,Cold War,orbital
SL003667,1975-11-24,1975,11,Proton-K,Kapustin Yar,USSR,Khrunichev,Earth Observation,LEO,2206,1,1,,0,0,0,,Cold War,orbital
SL003668,1970-04-24,1970,4,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Earth Observation,SSO,464,1,1,,0,0,0,,Cold War,orbital
SL003669,1985-08-19,1985,8,Ariane 1,Guiana Space Centre ELA-3,Europe,CNES,Commercial Satellite,GEO,100,1,0,engine failure,0,0,0,,Cold War,orbital
SL003670,1997-06-15,1997,6,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Astronomy,LEO,516,1,1,,0,0,0,39.7,Post-Soviet,orbital
SL003671,1984-06-04,1984,6,Thor-Delta,Mahia Peninsula LC-1,USA,NASA,Space Station Resupply,LEO,38,1,1,,0,0,0,,Cold War,orbital
SL003672,2000-03-12,2000,3,VLS-1,San Marco Platform,Other,AEB,Space Station Resupply,LEO,22,1,0,range safety,0,0,0,,Modern,orbital
SL003673,1981-04-19,1981,4,Thor-Delta,Cape Canaveral SLC-40,USA,NASA,Rideshare,LEO,46,1,0,guidance failure,0,0,0,,Cold War,orbital
SL003674,1983-08-27,1983,8,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Earth Observation,SSO,287,1,1,,0,0,0,,Cold War,orbital
SL003675,2016-05-20,2016,5,Falcon 9 v1.0,Edwards AFB,Other,SpaceX,Military Reconnaissance,GEO,1516,1,1,,0,0,0,45.5,New Space,orbital
SL003676,2021-06-20,2021,6,Soyuz-2.1a,Baikonur Cosmodrome,Russia,TsSKB,Rideshare,SSO,1012,43,1,,0,0,0,46.1,Modern,orbital
SL003677,1982-04-11,1982,4,Ariane 1,Kourou ELA-4 (Ariane 6),Europe,CNES,Earth Observation,LEO,598,1,1,,0,0,0,,Cold War,orbital
SL003678,1997-11-14,1997,11,H-II,Tanegashima Space Center,Japan,NASDA,Rideshare,SSO,1049,1,1,,0,0,0,,Post-Cold War,orbital
SL003679,1980-07-25,1980,7,Saturn IB,Mahia Peninsula LC-1,USA,NASA,Space Station Module,LEO,9060,1,1,,0,0,0,,Cold War,orbital
SL003680,1965-05-06,1965,5,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Scientific,LEO,5632,1,1,,0,0,0,,Cold War,orbital
SL003681,2012-02-27,2012,2,Soyuz-FG,Andoya Rocket Range,Other,TsSKB,Space Telescope,LEO,985,1,1,,0,0,0,93.1,Modern,orbital
SL003682,1973-05-09,1973,5,Diamant,Kourou ELA-4 (Ariane 6),Europe,CNES,Communications,LEO,14,1,1,,0,0,0,,Cold War,orbital
SL003683,1987-06-11,1987,6,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Astronomy,LEO,995,1,1,,0,0,0,31.1,Cold War,orbital
SL003684,1991-06-13,1991,6,Delta II,Wallops Flight Facility,USA,Boeing,Communications,GEO,715,1,1,,0,0,0,54.6,Modern,orbital
SL003685,1974-07-19,1974,7,Soyuz 11A511,Plesetsk Cosmodrome,USSR,OKB-1,Earth Observation,HEO,2253,1,1,,0,0,0,,Cold War,orbital
SL003686,1968-06-18,1968,6,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Scientific,GEO,1506,1,1,,0,0,0,,Cold War,orbital
SL003687,1983-12-04,1983,12,Ariane 1,Kourou ELA-4 (Ariane 6),Europe,CNES,Weather,GTO,553,1,0,guidance failure,0,0,0,,Cold War,orbital
SL003688,2023-08-10,2023,8,Titan III,Kennedy Space Center LC-39A,USA,USAF,Commercial Satellite,GEO,2480,1,1,,0,0,0,,Cold War,orbital
SL003689,2001-06-18,2001,6,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Earth Observation,SSO,933,1,0,guidance failure,0,0,0,45.1,Post-Soviet,orbital
SL003690,1985-05-02,1985,5,Sputnik (R-7),Satish Dhawan Space Centre,Other,OKB-1,Lunar,Interplanetary,78,1,1,,0,0,0,,Cold War,orbital
SL003691,1964-06-06,1964,6,Atlas-Centaur,Mahia Peninsula LC-1,USA,GD,Scientific,SSO,1207,1,0,guidance failure,0,0,0,,Cold War,orbital
SL003692,1999-03-27,1999,3,Saturn V,Wallops Flight Facility,USA,NASA,Technology Demonstration,SSO,37237,1,1,,0,0,0,,Cold War,orbital
SL003693,1968-05-20,1968,5,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Scientific,LEO,1102,1,1,,0,0,0,,Cold War,orbital
SL003694,1995-01-15,1995,1,Titan II GLV,Mahia Peninsula LC-1,USA,USAF,Space Station Module,LEO,1176,1,1,,0,0,0,,Cold War,orbital
SL003695,2013-11-08,2013,11,Space Shuttle,Kennedy Space Center LC-39A,USA,NASA,Military Reconnaissance,GEO,4952,1,1,,0,0,0,1661.6,Cold War,orbital
SL003696,1987-04-15,1987,4,Titan II GLV,Wallops Flight Facility,USA,USAF,Navigation/GPS,MEO,846,1,1,,0,0,0,,Cold War,orbital
SL003697,1981-09-27,1981,9,Sputnik (R-7),Plesetsk Cosmodrome,USSR,OKB-1,Military Reconnaissance,GTO,100,1,0,engine failure,0,0,0,,Cold War,orbital
SL003698,1965-01-20,1965,1,Titan III,Cape Canaveral SLC-41,USA,USAF,Human Spaceflight,ISS,2046,1,1,,1,3,0,,Cold War,orbital
SL003699,1962-05-11,1962,5,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Scientific,SSO,176,1,0,range safety,0,0,0,,Cold War,orbital
SL003700,1988-07-14,1988,7,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Space Station Module,ISS,508,1,1,,0,0,0,,Cold War,orbital
SL003701,2021-02-03,2021,2,Diamant,Guiana Space Centre ELA-3,Europe,CNES,Interplanetary,TLI,10,1,1,,0,0,0,,Cold War,orbital
SL003702,1977-12-18,1977,12,Soyuz-U,Plesetsk Cosmodrome,USSR,TsSKB,Defense/Intelligence,GEO,764,1,1,,0,0,0,38.7,Cold War,orbital
SL003703,1997-04-25,1997,4,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Earth Observation,LEO,335,1,1,,0,0,0,41.5,Post-Soviet,orbital
SL003704,2008-02-05,2008,2,Long March 4B,Wenchang Space Launch,China,CASC,IoT/Cubesat,SSO,917,1,1,,0,0,0,26.0,Modern,orbital
SL003705,1966-11-18,1966,11,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Navigation/GPS,MEO,146,1,1,,0,0,0,,Cold War,orbital
SL003706,1972-10-18,1972,10,Voskhod,Kapustin Yar,USSR,OKB-1,Defense/Intelligence,LEO,1032,1,1,,0,0,0,,Cold War,orbital
SL003707,1982-12-10,1982,12,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Military Reconnaissance,LEO,261,1,1,,0,0,0,,Cold War,orbital
SL003708,2007-04-15,2007,4,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Scientific,SSO,146,1,1,,0,0,0,32.1,Post-Soviet,orbital
SL003709,1988-12-25,1988,12,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Navigation/GPS,MEO,830,1,1,,0,0,0,,Cold War,orbital
SL003710,2012-08-01,2012,8,Space Shuttle,Mahia Peninsula LC-1,USA,NASA,Scientific,GTO,3897,1,1,,0,0,0,1683.0,Cold War,orbital
SL003711,2020-01-15,2020,1,Falcon 9 v1.0,Kennedy Space Center LC-39A,USA,SpaceX,IoT/Cubesat,LEO,2073,5,1,,0,0,0,48.0,New Space,orbital
SL003712,2014-02-02,2014,2,Ariane 4,Guiana Space Centre ELA-3,Europe,Arianespace,Astronomy,SSO,1670,1,1,,0,0,0,,Post-Cold War,orbital
SL003713,2024-02-25,2024,2,Terran 1,Kennedy Space Center LC-39A,USA,Relativity Space,Rideshare,SSO,188,111,0,engine failure,0,0,0,13.2,New Space,small-sat
SL003714,2013-05-01,2013,5,Long March 1,Taiyuan Satellite Launch,China,CASC,Space Station Resupply,ISS,103,1,1,,0,0,0,,Cold War,orbital
SL003715,2020-03-17,2020,3,Falcon 9 v1.0,Wallops Flight Facility,USA,SpaceX,Scientific,SSO,946,1,1,,0,0,0,57.9,New Space,orbital
SL003716,2018-05-05,2018,5,Atlas V,Kapustin Yar,Other,ULA,Lunar,Interplanetary,2649,1,1,,0,0,0,160.2,Modern,orbital
SL003717,2012-12-06,2012,12,Saturn IB,Kennedy Space Center LC-39A,USA,NASA,Navigation/GPS,MEO,1487,1,1,,0,0,0,,Cold War,orbital
SL003718,2017-01-03,2017,1,Juno I,Wallops Flight Facility,USA,Army,Astronomy,GEO,1,1,1,,0,0,0,,Cold War,orbital
SL003719,2023-09-09,2023,9,Juno I,Kennedy Space Center LC-39A,USA,Army,Weather,LEO,1,1,0,guidance failure,0,0,0,,Cold War,orbital
SL003720,1990-05-08,1990,5,Vanguard,SpaceX Starbase (Boca Chica),USA,NRL,Interplanetary,Interplanetary,1,1,1,,0,0,0,,Cold War,orbital
SL003721,2003-02-01,2003,2,Lambda 4S,Uchinoura Space Center,Japan,ISAS,Navigation/GPS,MEO,3,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL003722,1993-11-21,1993,11,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Space Station Module,LEO,824,1,1,,0,0,0,36.2,Post-Soviet,orbital
SL003723,2020-04-28,2020,4,Soyuz-ST,Svobodny / Vostochny,Russia,TsSKB,Navigation/GPS,MEO,3752,1,1,,0,0,0,59.8,Modern,orbital
SL003724,1988-09-11,1988,9,Thor-Delta,Kennedy Space Center LC-39A,USA,NASA,Defense/Intelligence,LEO,105,1,0,engine failure,0,0,0,,Cold War,orbital
SL003725,2018-04-06,2018,4,Falcon Heavy,Vandenberg SFB SLC-4E,USA,SpaceX,Human Spaceflight,ISS,11024,1,1,,1,2,0,90.5,New Space,orbital
SL003726,2016-06-01,2016,6,Long March 5,Wenchang Space Launch,China,CASC,Space Station Module,ISS,11132,1,1,,0,0,0,135.6,Modern,heavy
SL003727,2023-11-01,2023,11,Thor-Delta,Kennedy Space Center LC-39A,USA,NASA,Communications,GEO,32,1,1,,0,0,0,,Cold War,orbital
SL003728,1978-12-28,1978,12,Diamant,Guiana Space Centre ELA-3,Europe,CNES,Scientific,GEO,12,1,0,software,0,0,0,,Cold War,orbital
SL003729,2010-01-17,2010,1,Titan IV,SpaceX Starbase (Boca Chica),USA,Lockheed,Commercial Satellite,GTO,10817,1,1,,0,0,0,425.0,Post-Cold War,orbital
SL003730,2013-03-27,2013,3,Vega,Kourou ELA-4 (Ariane 6),Europe,Arianespace,Rideshare,SSO,278,1,1,,0,0,0,30.5,Modern,small-sat
SL003731,2023-02-18,2023,2,Delta IV Medium,Cape Canaveral SLC-41,USA,Boeing,Communications,GEO,1749,1,0,guidance failure,0,0,0,125.8,Modern,orbital
SL003732,2022-07-01,2022,7,Falcon 9 v1.0,Kennedy Space Center LC-39A,USA,SpaceX,Commercial Satellite,GEO,1111,3,1,,0,0,0,54.7,New Space,orbital
SL003733,1997-01-17,1997,1,Titan III,Mahia Peninsula LC-1,USA,USAF,IoT/Cubesat,SSO,4568,1,1,,0,0,0,,Cold War,orbital
SL003734,1998-08-06,1998,8,Mu-4S,Uchinoura Space Center,Japan,ISAS,Technology Demonstration,LEO,73,1,1,,0,0,0,,Cold War,orbital
SL003735,1973-09-06,1973,9,Diamant,Kourou ELS (Vega),Europe,CNES,Earth Observation,GTO,22,1,0,engine failure,0,0,0,,Cold War,orbital
SL003736,2024-12-10,2024,12,Atlas-Centaur,Cape Canaveral SLC-40,USA,GD,Military Reconnaissance,LEO,1501,1,1,,0,0,0,,Cold War,orbital
SL003737,1978-11-20,1978,11,Titan III,Cape Canaveral SLC-41,USA,USAF,Communications,GEO,1452,1,0,engine failure,0,0,0,,Cold War,orbital
SL003738,2011-01-18,2011,1,Soyuz-FG,Plesetsk Cosmodrome,Russia,TsSKB,Human Spaceflight,ISS,1423,1,1,,1,6,0,80.4,Modern,orbital
SL003739,2016-06-01,2016,6,Falcon 9 v1.0,Vandenberg SFB SLC-4E,USA,SpaceX,Defense/Intelligence,LEO,3017,1,1,,0,0,0,53.6,New Space,orbital
SL003740,1988-07-11,1988,7,Cosmos-3M,Kapustin Yar,USSR,PO Polyot,Space Telescope,LEO,221,1,1,,0,0,0,,Cold War,orbital
SL003741,1975-07-01,1975,7,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Earth Observation,GTO,149,1,1,,0,0,0,,Cold War,orbital
SL003742,1974-07-05,1974,7,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Earth Observation,GEO,491,1,0,engine failure,0,0,0,,Cold War,orbital
SL003743,2020-01-27,2020,1,Falcon Heavy,Kennedy Space Center LC-39A,USA,SpaceX,Earth Observation,GTO,7087,1,1,,0,0,0,117.5,New Space,orbital
SL003744,1993-09-28,1993,9,Scout,Cape Canaveral SLC-41,USA,LTV,Space Station Resupply,ISS,79,1,1,,0,0,0,,Cold War,orbital
SL003745,1968-01-20,1968,1,Saturn V,Cape Canaveral SLC-40,USA,NASA,Scientific,SSO,12437,1,1,,0,0,0,,Cold War,orbital
SL003746,2011-07-13,2011,7,Space Shuttle,Mahia Peninsula LC-1,USA,NASA,Defense/Intelligence,SSO,3043,1,1,,0,0,0,1467.6,Cold War,orbital
SL003747,1978-08-09,1978,8,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Defense/Intelligence,SSO,2329,1,1,,0,0,0,,Cold War,orbital
SL003748,2021-01-21,2021,1,Long March 2F,Andoya Rocket Range,Other,CASC,Space Telescope,SSO,2827,1,1,,0,0,0,,Modern,crewed
SL003749,1981-04-12,1981,4,Cyclone-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Earth Observation,SSO,1496,1,1,,0,0,0,,Cold War,orbital
SL003750,1975-08-13,1975,8,Juno I,Cape Canaveral SLC-40,USA,Army,Communications,GEO,1,1,1,,0,0,0,,Cold War,orbital
SL003751,1967-11-11,1967,11,Titan III,Mahia Peninsula LC-1,USA,USAF,Scientific,LEO,6042,1,1,,0,0,0,,Cold War,orbital
SL003752,1993-10-26,1993,10,Titan III,Cape Canaveral SLC-41,USA,USAF,Earth Observation,SSO,1842,1,0,engine failure,0,0,0,,Cold War,orbital
SL003753,1989-02-08,1989,2,Proton-K,Kapustin Yar,USSR,Khrunichev,Human Spaceflight,LEO,5802,1,1,,1,2,0,,Cold War,orbital
SL003754,2013-05-01,2013,5,Delta IV Medium,Cape Canaveral SLC-41,USA,Boeing,Space Telescope,SSO,3175,1,1,,0,0,0,128.3,Modern,orbital
SL003755,1989-03-23,1989,3,Proton-K,Kapustin Yar,USSR,Khrunichev,Rideshare,SSO,4024,1,1,,0,0,0,,Cold War,orbital
SL003756,1983-03-09,1983,3,Cosmos-3M,Kapustin Yar,USSR,PO Polyot,Navigation/GPS,MEO,307,1,1,,0,0,0,,Cold War,orbital
SL003757,1979-11-02,1979,11,Sputnik (R-7),Kapustin Yar,USSR,OKB-1,Defense/Intelligence,LEO,86,1,1,,0,0,0,,Cold War,orbital
SL003758,1980-06-04,1980,6,Saturn V,Wallops Flight Facility,USA,NASA,Military Reconnaissance,LEO,9505,1,1,,0,0,0,,Cold War,orbital
SL003759,2022-04-09,2022,4,Ariane 5 ECA,Guiana Space Centre ELA-3,Europe,Arianespace,Space Station Module,LEO,5059,1,1,,0,0,0,189.6,Modern,orbital
SL003760,1972-12-04,1972,12,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Scientific,HEO,771,1,1,,0,0,0,,Cold War,orbital
SL003761,2024-06-20,2024,6,Falcon Heavy,SpaceX Starbase (Boca Chica),USA,SpaceX,Rideshare,SSO,14960,34,0,engine failure,0,0,1,70.4,New Space,orbital
SL003762,1982-02-17,1982,2,Ariane 1,Kourou ELA-4 (Ariane 6),Europe,CNES,Technology Demonstration,HEO,358,1,0,engine failure,0,0,0,,Cold War,orbital
SL003763,1968-05-01,1968,5,Jupiter-C,Mahia Peninsula LC-1,USA,Army,Navigation/GPS,MEO,2,1,0,range safety,0,0,0,,Cold War,suborbital
SL003764,1978-05-02,1978,5,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Defense/Intelligence,SSO,247,1,1,,0,0,0,,Cold War,orbital
SL003765,1966-05-27,1966,5,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Communications,GEO,46,1,0,engine failure,0,0,0,,Cold War,orbital
SL003766,2016-06-13,2016,6,Long March 1,Wenchang Space Launch,China,CASC,Military Reconnaissance,SSO,90,1,1,,0,0,0,,Cold War,orbital
SL003767,1993-05-03,1993,5,Ariane 4,Kourou ELS (Vega),Europe,Arianespace,Lunar,Interplanetary,917,1,1,,0,0,0,,Post-Cold War,orbital
SL003768,1983-11-04,1983,11,Atlas-Centaur,Mahia Peninsula LC-1,USA,GD,Technology Demonstration,GEO,569,1,1,,0,0,0,,Cold War,orbital
SL003769,2006-11-03,2006,11,Ariane 5 ECA,Kourou ELS (Vega),Europe,Arianespace,Space Telescope,GTO,4502,1,1,,0,0,0,183.4,Modern,orbital
SL003770,2003-11-26,2003,11,Soyuz-FG,Svobodny / Vostochny,Russia,TsSKB,Weather,HEO,1396,1,1,,0,0,0,76.5,Modern,orbital
